totallines,i,refractiveindex,bigradius,a,b,z,anglez,c,anglea,incidentangle,refractiveangle,anglede,dx,ee,et,ex,ey,anglece,angleced,outangle,mycolor
        500,       201,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.10000000,         15.16253307,         33.42784482,         -0.74657152,          1.02958535,          6.42042653,          4.61178959,          6.53692564,         54.79709837,         21.36925354,         33.13171996,brown           
        500,       202,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.20000000,         15.22605211,         33.36432578,         -0.73559389,          1.03552150,          6.41640486,          4.62332616,          6.52877134,         54.69591788,         21.33159209,         33.06891204,olive           
        500,       203,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.30000000,         15.28954280,         33.30083509,         -0.72458416,          1.04149802,          6.41233964,          4.63484520,          6.52059889,         54.59476472,         21.29392963,         33.00613112,blue            
        500,       204,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.40000000,         15.35300500,         33.23737289,         -0.71354218,          1.04751508,          6.40823072,          4.64634666,          6.51240836,         54.49363920,         21.25626632,         32.94337736,cyan            
        500,       205,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.50000000,         15.41643858,         33.17393931,         -0.70246782,          1.05357281,          6.40407794,          4.65783048,          6.50419982,         54.39254160,         21.21860229,         32.88065090,teal            
        500,       206,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.60000000,         15.47984339,         33.11053451,         -0.69136094,          1.05967136,          6.39988114,          4.66929659,          6.49597332,         54.29147222,         21.18093772,         32.81795188,lightgray       
        500,       207,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.70000000,         15.54321928,         33.04715861,         -0.68022139,          1.06581088,          6.39564017,          4.68074494,          6.48772894,         54.19043135,         21.14327274,         32.75528045,gray            
        500,       208,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.80000000,         15.60656611,         32.98381178,         -0.66904903,          1.07199151,          6.39135487,          4.69217549,          6.47946674,         54.08941929,         21.10560751,         32.69263676,darkgray        
        500,       209,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         23.90000000,         15.66988375,         32.92049414,         -0.65784371,          1.07821342,          6.38702508,          4.70358816,          6.47118679,         53.98843632,         21.06794218,         32.63002096,black           
        500,       210,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.00000000,         15.73317205,         32.85720584,         -0.64660529,          1.08447674,          6.38265065,          4.71498290,          6.46288916,         53.88748275,         21.03027691,         32.56743318,red             
        500,       211,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.10000000,         15.79643087,         32.79394703,         -0.63533364,          1.09078163,          6.37823141,          4.72635966,          6.45457391,         53.78655886,         20.99261184,         32.50487358,purple          
        500,       212,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.20000000,         15.85966005,         32.73071784,         -0.62402859,          1.09712823,          6.37376721,          4.73771839,          6.44624111,         53.68566496,         20.95494713,         32.44234230,magenta         
        500,       213,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.30000000,         15.92285947,         32.66751842,         -0.61269000,          1.10351671,          6.36925788,          4.74905902,          6.43789084,         53.58480135,         20.91728293,         32.37983948,pink            
        500,       214,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.40000000,         15.98602898,         32.60434891,         -0.60131773,          1.10994721,          6.36470327,          4.76038150,          6.42952315,         53.48396830,         20.87961939,         32.31736529,violet          
        500,       215,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.50000000,         16.04916842,         32.54120947,         -0.58991163,          1.11641989,          6.36010321,          4.77168578,          6.42113813,         53.38316613,         20.84195667,         32.25491986,white           
        500,       216,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.60000000,         16.11227767,         32.47810022,         -0.57847154,          1.12293490,          6.35545754,          4.78297180,          6.41273583,         53.28239513,         20.80429491,         32.19250334,orange          
        500,       217,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.70000000,         16.17535656,         32.41502133,         -0.56699733,          1.12949240,          6.35076610,          4.79423950,          6.40431632,         53.18165560,         20.76663428,         32.13011588,yellow          
        500,       218,          1.50000000,          8.00000000,          3.00000000,          3.00000000,          7.41619849,         22.02431284,         -5.29150262,        131.40962211,         24.80000000,         16.23840497,         32.35197292,         -0.55548883,          1.13609253,          6.34602872,          4.80548885,          6.39587969,         53.08094784,         20.72897492,         32.06775763,green           
